Well,Curve,Dye,CT,Cycle 1,Cycle 2,Cycle 3,Cycle 4,Cycle 5,Cycle 6,Cycle 7,Cycle 8,Cycle 9,Cycle 10,Cycle 11,Cycle 12,Cycle 13,Cycle 14,Cycle 15,Cycle 16,Cycle 17,Cycle 18,Cycle 19,Cycle 20,Cycle 21,Cycle 22,Cycle 23,Cycle 24,Cycle 25,Cycle 26,Cycle 27,Cycle 28,Cycle 29,Cycle 30,Cycle 31,Cycle 32,Cycle 33,Cycle 34,Cycle 35,Cycle 36,Cycle 37,Cycle 38,Cycle 39,Cycle 40
C8,amp0,SYBR,23.55,3.99,0.7,3.94,8.08,1.94,-1.89,-3.69,-1.32,0.62,-4.18,-0.95,0.73,-5.39,1.68,2.41,-0.55,6.24,3.39,13.67,29.36,58.91,111.81,198.19,355.36,584.08,906.9,1269.87,1593.87,1847.02,2019.19,2125.37,2190.65,2234.07,2263.58,2284.06,2299.19,2310.37,2322.32,2333.06,2344.35
C9,amp0,SYBR,26.9,1.13,-3.77,3.77,3.08,-1.12,0.13,-0.54,1.69,3.95,-0.94,3.14,0.26,-0.06,-3.9,-0.89,0.35,-5.12,-2.87,1.36,-5.68,4.89,11.93,25.59,54.66,94.43,166.16,297.13,502.69,810.53,1205.32,1586.48,1918.79,2164.04,2321.0,2413.56,2469.79,2509.04,2539.9,2565.18,2587.51
C10,amp0,SYBR,27.14,4.89,0.89,3.86,-0.73,1.0,0.03,1.75,-0.36,0.76,4.24,-0.95,0.95,-2.4,0.43,-0.62,-1.62,-0.68,0.12,-0.37,3.43,4.53,12.6,22.29,44.62,77.52,147.16,262.33,441.25,718.94,1089.21,1471.95,1808.03,2059.8,2223.76,2316.81,2375.3,2415.22,2445.28,2466.32,2482.9
C11,amp0,SYBR,27.2,2.75,2.99,4.22,-0.53,3.45,1.13,-0.26,0.6,-3.56,-1.06,4.85,5.67,-1.82,-0.41,-5.2,-5.45,-1.89,0.56,-0.85,-2.33,4.67,9.19,18.51,40.47,77.74,143.67,254.13,428.97,691.43,1043.58,1416.55,1745.77,1999.05,2164.01,2260.39,2318.95,2358.22,2389.86,2410.81,2430.63
C12,amp0,SYBR,27.16,8.37,6.44,9.89,1.78,-0.55,-0.18,1.04,-1.58,-2.39,-1.83,3.51,-3.21,-0.69,-0.68,-4.3,-0.46,-2.96,-3.42,-1.26,-0.24,3.56,12.5,21.89,47.88,76.83,148.88,257.09,439.24,707.51,1042.29,1378.73,1665.17,1873.3,2000.69,2075.67,2122.06,2156.79,2179.99,2194.84,2206.36
D1,amp0,SYBR,26.7,7.25,5.86,2.23,0.81,-0.79,1.39,2.9,2.13,3.49,0.75,-2.7,-1.14,-3.8,0.79,-0.66,-3.21,-3.34,1.32,-0.92,4.31,6.6,17.5,29.78,56.99,106.69,187.78,329.77,547.32,861.57,1232.93,1571.93,1844.94,2033.14,2145.16,2210.97,2253.12,2286.26,2307.06,2325.53,2345.38
D2,amp0,SYBR,26.97,2.04,2.61,-0.82,3.96,4.61,0.78,1.42,0.78,0.64,-0.32,1.86,-2.03,-4.33,-2.4,-2.33,-2.29,1.6,-3.92,1.13,3.12,9.17,13.61,28.67,52.58,89.11,167.18,283.57,486.97,772.63,1140.01,1486.09,1779.98,1990.4,2118.92,2193.72,2240.73,2276.29,2302.62,2321.25,2336.32
D3,amp0,SYBR,26.98,0.58,-1.35,-1.24,4.81,0.29,-0.32,0.24,0.55,0.93,1.2,-0.32,0.3,1.14,-0.12,0.68,-3.1,-0.06,-0.86,-2.67,3.41,4.67,15.99,25.83,50.75,93.29,171.05,286.73,484.96,764.55,1130.51,1476.81,1773.33,1993.05,2125.87,2206.3,2245.73,2276.67,2298.34,2317.44,2333.44
D4,amp0,SYBR,27.01,2.76,5.34,0.32,5.29,5.95,0.7,-0.54,0.6,2.18,-1.43,-0.86,-1.2,-0.66,-3.24,-6.15,-0.47,-1.19,-1.05,-1.07,-0.23,7.45,8.19,27.95,53.73,89.53,161.91,280.22,477.77,763.18,1128.24,1496.07,1810.31,2038.2,2185.68,2270.28,2324.0,2360.77,2396.28,2417.43,2427.5
A5,amp0,SYBR,13.47,9.05,3.96,3.27,2.52,4.88,-1.15,-2.79,1.54,6.48,22.66,49.97,107.66,201.0,363.43,617.15,965.45,1336.06,1659.76,1910.18,2078.23,2186.18,2253.43,2299.22,2328.95,2349.51,2362.07,2373.7,2381.95,2388.45,2392.19,2395.06,2402.05,2416.77,2437.86,2460.83,2488.12,2508.5,2529.59,2538.69,2549.06
D5,amp0,SYBR,31.07,1.88,1.67,1.49,0.95,6.35,2.07,-0.13,1.52,0.27,0.32,0.31,1.6,-3.24,-1.16,1.14,-4.32,-1.91,-1.63,0.16,-3.17,-3.3,1.01,1.34,0.86,6.5,6.58,24.82,43.87,86.12,152.25,273.82,459.47,758.19,1150.86,1545.85,1886.99,2135.25,2295.04,2390.38,2460.31
D6,amp0,SYBR,30.79,1.18,1.32,-0.25,1.23,2.58,2.2,-2.27,3.44,4.63,1.03,-2.66,1.2,-2.15,-3.91,0.69,-2.14,2.17,-3.96,4.76,-0.68,0.07,-4.89,1.29,4.19,4.83,14.22,31.65,53.39,102.77,176.58,308.68,526.6,841.8,1245.89,1624.44,1943.13,2169.36,2311.83,2397.4,2457.91
D7,amp0,SYBR,30.77,3.4,4.15,1.82,1.14,3.83,5.44,1.73,3.08,0.27,2.67,-3.35,-3.36,-2.68,-1.52,-0.57,4.4,-0.84,-6.8,-3.74,-0.18,-3.36,-3.36,-0.3,-3.32,11.33,11.89,21.74,53.27,98.33,179.86,308.56,532.64,857.89,1266.33,1649.79,1972.1,2201.84,2346.42,2432.48,2491.31
D8,amp0,SYBR,31.3,-2.35,1.18,-0.3,-1.0,1.07,1.67,2.5,0.94,0.14,4.06,4.24,1.65,0.3,0.81,-4.33,-0.39,-3.37,-3.38,0.74,1.47,0.02,-0.7,1.31,-1.19,0.81,7.18,21.25,37.91,73.17,138.62,233.46,404.43,664.59,1024.8,1419.33,1770.45,2043.66,2225.78,2333.33,2400.82
D9,amp0,SYBR,30.96,-2.58,-1.34,-4.01,-0.81,-0.72,0.81,3.26,-0.06,5.41,2.24,-1.14,5.06,-0.11,-0.55,4.97,-1.4,-0.43,-0.48,-3.34,2.92,-2.97,-0.64,-2.01,0.17,5.04,15.88,27.17,51.37,92.43,168.01,290.02,489.39,782.24,1160.88,1522.22,1825.84,2045.77,2180.7,2263.23,2320.78
D10,amp0,SYBR,31.24,7.95,2.11,1.62,-0.98,-1.81,4.03,2.34,1.39,2.26,-0.51,-1.48,0.15,-1.76,-3.1,4.57,0.67,-0.3,1.63,-3.25,-0.01,3.02,0.6,-3.27,-0.75,6.16,14.53,24.0,44.26,85.44,140.7,250.93,420.38,675.06,1003.04,1334.6,1617.43,1825.12,1956.4,2035.98,2090.27
D11,amp0,SYBR,31.19,0.59,1.85,3.2,-3.87,1.28,2.71,3.63,-0.17,2.79,1.77,0.49,-2.26,-0.66,1.05,-0.15,-1.31,3.15,-1.97,-3.19,-5.64,-2.17,-3.75,-1.09,1.02,4.67,10.05,20.08,50.16,79.12,145.82,253.14,431.28,694.48,1054.87,1431.57,1757.81,2002.5,2161.99,2257.0,2318.63
D12,amp0,SYBR,31.03,3.95,3.1,8.09,-2.01,2.03,1.21,-2.17,1.72,-0.66,-1.12,0.06,0.95,2.21,-3.68,1.01,-4.26,1.13,-1.13,-3.27,-6.32,-5.68,-0.78,3.71,-0.29,2.76,11.6,26.81,55.16,92.63,162.5,280.61,473.09,756.9,1118.94,1461.48,1752.81,1961.72,2095.15,2171.09,2220.76
E1,amp0,SYBR,33.26,8.91,4.41,-0.71,1.97,3.58,1.51,0.21,-2.62,0.99,-3.28,2.65,2.5,1.98,1.71,2.16,-1.04,-0.97,-2.13,-0.01,-2.1,-5.49,-2.79,-0.46,-0.67,-0.64,-2.41,2.97,10.96,26.72,37.67,65.48,127.47,231.45,407.64,690.68,1080.19,1544.98,1962.2,2291.07,2538.97
E2,amp0,SYBR,33.35,6.36,3.61,0.31,1.85,-2.03,3.07,0.39,0.56,1.88,3.54,1.16,-3.34,1.41,0.68,-2.01,-0.73,-0.51,0.67,3.5,-1.68,-2.61,-2.39,-5.96,-0.57,-0.32,-0.8,4.73,8.03,18.28,33.98,62.59,128.87,225.3,388.5,650.53,1021.04,1432.62,1801.13,2088.1,2306.7
A6,amp0,SYBR,13.44,16.98,9.52,3.48,3.03,3.7,0.32,-2.91,-0.25,7.87,23.33,50.47,107.93,201.28,367.23,627.2,975.7,1351.16,1679.92,1929.9,2098.83,2204.83,2273.72,2317.93,2347.85,2368.06,2383.77,2396.68,2406.54,2412.56,2415.31,2418.7,2427.42,2444.37,2468.22,2496.82,2520.7,2541.79,2560.11,2577.4,2591.09
E3,amp0,SYBR,34.2,-6.59,-4.65,-2.15,-0.06,2.83,-0.13,0.21,1.32,5.09,-4.78,2.12,-0.51,-0.13,0.62,3.22,2.03,3.23,2.11,-2.53,-6.18,1.05,1.91,-5.14,-2.93,0.73,0.57,-0.73,7.65,9.95,22.62,40.55,76.11,136.35,243.29,426.81,694.45,1067.87,1480.41,1844.49,2160.1
E4,amp0,SYBR,34.25,2.06,-4.37,-1.72,-2.2,0.53,-0.79,1.12,0.59,-2.64,0.01,3.14,5.82,0.16,-0.14,4.13,1.83,1.16,2.09,3.3,-0.54,-1.41,2.53,-2.07,-4.55,-4.77,0.56,2.63,1.81,14.3,19.5,41.33,81.11,139.48,243.97,415.62,681.84,1055.72,1474.67,1847.77,2175.03
E5,amp0,SYBR,33.87,2.17,5.68,-1.05,1.95,-1.56,-0.43,-0.3,-2.83,3.69,-1.37,3.13,1.72,1.62,-0.95,5.06,4.59,-1.64,1.85,-0.69,-3.16,0.74,-0.66,-1.02,2.23,-3.24,0.59,-2.08,4.5,15.97,27.73,52.3,92.52,174.7,300.7,507.97,807.92,1207.2,1587.78,1915.62,2185.84
E6,amp0,SYBR,34.25,1.63,1.21,-3.0,-0.33,-2.05,0.75,5.44,1.55,2.27,4.31,0.57,-1.52,5.22,1.28,4.86,0.49,0.51,-9.31,-2.53,-3.99,-0.71,0.1,-0.56,-1.01,-2.52,-2.39,1.52,3.55,8.36,18.78,38.47,78.38,137.79,245.12,418.9,671.93,1017.89,1375.67,1686.85,1951.43
E7,amp0,SYBR,33.83,1.87,-1.22,0.83,-2.48,1.08,1.26,-0.21,0.07,0.48,1.82,2.09,1.94,3.75,3.21,-0.8,-0.39,-4.49,0.89,-3.78,1.46,2.45,-0.94,-1.99,-3.06,-2.91,-0.1,3.14,6.75,11.99,26.53,57.89,100.73,182.89,312.5,516.39,805.18,1146.82,1461.72,1718.35,1919.52
E8,amp0,SYBR,34.04,3.2,1.05,-0.93,-0.03,0.8,-0.48,1.13,-0.79,2.44,5.87,4.86,1.31,1.28,-0.59,-3.82,-2.2,2.57,-4.66,-0.04,-0.73,-0.55,2.27,-5.65,-0.53,-1.43,0.79,2.73,7.36,11.43,25.11,47.55,88.45,161.82,277.95,469.83,750.52,1117.62,1474.65,1779.16,2031.17
A7,amp0,SYBR,13.48,13.07,12.38,5.85,-1.45,2.45,2.71,-1.23,0.89,5.52,20.99,51.59,105.22,198.01,362.77,607.92,949.41,1316.79,1635.23,1877.22,2040.5,2145.78,2211.91,2256.68,2284.36,2304.56,2318.18,2330.63,2339.56,2343.47,2346.01,2350.6,2360.2,2376.83,2399.43,2423.98,2447.93,2468.38,2496.23,2510.67,2513.65
A8,amp0,SYBR,13.5,14.59,11.0,5.11,2.75,3.33,-2.45,-1.55,0.04,8.53,20.06,51.69,105.34,198.61,358.34,605.11,949.76,1316.84,1639.66,1888.04,2058.56,2166.01,2233.95,2280.28,2311.11,2334.34,2350.11,2362.44,2370.59,2375.16,2381.67,2384.93,2392.25,2406.14,2429.39,2458.16,2483.34,2504.6,2521.02,2534.2,2546.32
A9,amp0,SYBR,15.58,16.33,4.38,4.32,2.09,-1.77,0.49,-0.88,-1.45,2.86,3.83,11.46,28.04,54.19,106.73,199.26,348.39,579.28,873.92,1189.32,1460.42,1662.61,1799.36,1883.86,1936.68,1972.53,1999.04,2019.62,2033.38,2043.94,2052.16,2057.87,2065.51,2069.59,2079.37,2092.61,2115.72,2143.11,2169.45,2193.09,2213.59
A10,amp0,SYBR,15.77,21.39,16.06,0.27,4.81,3.96,2.35,-0.37,-4.7,-0.02,1.86,6.24,14.76,42.02,91.95,178.72,317.85,528.97,824.11,1121.67,1379.64,1574.16,1700.82,1778.65,1826.51,1858.49,1882.89,1900.02,1911.37,1916.65,1920.64,1924.11,1928.64,1934.22,1940.5,1950.26,1965.76,1987.66,2010.57,2034.01,2057.1
