Well,Curve,Dye,CT,Cycle 1,Cycle 2,Cycle 3,Cycle 4,Cycle 5,Cycle 6,Cycle 7,Cycle 8,Cycle 9,Cycle 10,Cycle 11,Cycle 12,Cycle 13,Cycle 14,Cycle 15,Cycle 16,Cycle 17,Cycle 18,Cycle 19,Cycle 20,Cycle 21,Cycle 22,Cycle 23,Cycle 24,Cycle 25,Cycle 26,Cycle 27,Cycle 28,Cycle 29,Cycle 30,Cycle 31,Cycle 32,Cycle 33,Cycle 34,Cycle 35,Cycle 36,Cycle 37,Cycle 38,Cycle 39,Cycle 40
B8,amp0,SYBR,19.08,15.6,8.77,1.91,4.0,-0.33,2.37,0.11,2.25,-2.46,-0.62,0.79,-0.9,-0.6,7.39,14.28,36.82,77.22,138.46,254.66,442.13,713.94,1074.49,1424.81,1721.91,1941.24,2082.04,2172.64,2226.03,2263.45,2283.57,2301.23,2312.02,2320.2,2324.65,2330.4,2336.35,2341.07,2348.9,2364.18,2386.2
A3,amp0,SYBR,13.77,-0.18,1.45,3.06,3.57,0.11,-0.46,-0.06,0.7,5.03,27.03,46.08,87.5,167.41,302.92,512.33,803.93,1131.07,1419.02,1644.44,1796.27,1891.31,1948.6,1982.29,2006.36,2019.91,2031.13,2037.86,2045.39,2047.76,2051.01,2053.48,2060.3,2071.3,2093.23,2122.39,2155.27,2188.51,2216.58,2239.94,2256.76
B9,amp0,SYBR,19.17,9.18,6.57,-2.42,6.71,3.26,0.57,0.79,-1.79,-2.54,2.94,1.12,-1.41,-0.91,6.02,14.85,35.29,73.56,130.14,246.74,420.87,681.61,1035.34,1381.68,1680.63,1902.65,2051.84,2144.57,2203.0,2239.91,2263.67,2281.42,2296.67,2307.32,2315.66,2321.54,2327.33,2331.26,2337.81,2352.81,2376.0
B10,amp0,SYBR,19.17,9.89,1.52,2.49,2.92,2.07,3.73,1.76,-2.33,-3.52,-5.48,2.73,-3.88,4.21,7.76,18.9,35.3,68.89,136.37,241.3,421.35,679.01,1020.13,1356.96,1643.62,1854.7,1990.07,2075.81,2127.81,2164.08,2185.58,2202.12,2215.98,2227.01,2233.84,2239.82,2244.33,2251.35,2259.15,2271.96,2286.91
B11,amp0,SYBR,19.16,13.63,2.57,2.55,1.81,3.46,2.75,-0.08,-2.75,-0.65,-1.26,-3.98,-0.46,0.24,9.52,12.82,36.11,74.42,134.24,247.06,422.79,685.86,1019.87,1351.7,1630.47,1832.28,1963.32,2045.33,2095.99,2128.66,2151.69,2169.62,2183.95,2195.77,2205.39,2212.91,2220.33,2224.92,2235.83,2250.92,2274.2
B12,amp0,SYBR,19.32,14.07,11.98,6.86,4.61,3.51,-4.18,-5.0,-1.74,-3.22,0.06,-0.57,-3.77,-1.74,1.7,10.8,29.21,64.75,126.22,231.04,387.64,624.96,909.24,1166.51,1376.78,1522.57,1614.58,1671.24,1705.7,1726.98,1741.48,1754.29,1762.11,1769.34,1772.01,1773.77,1772.58,1774.12,1781.24,1793.28,1807.75
C1,amp0,SYBR,22.34,3.8,1.49,2.73,2.12,3.25,-1.48,-1.84,2.87,-0.43,2.48,1.69,-3.64,-0.89,-0.54,-3.85,-0.36,2.1,8.15,27.39,56.6,111.34,205.98,372.65,639.03,1019.15,1473.03,1883.59,2212.86,2442.19,2591.76,2688.79,2755.32,2800.39,2834.17,2857.66,2883.39,2898.22,2912.08,2916.77,2925.99
C2,amp0,SYBR,22.57,5.99,3.1,-3.29,3.07,3.0,-0.08,2.34,3.16,2.63,4.8,-1.85,-2.37,-3.92,-3.04,-0.05,2.98,-3.18,8.43,22.07,48.19,94.5,185.42,332.54,563.72,925.51,1385.68,1820.78,2189.33,2455.59,2629.63,2744.89,2821.76,2877.87,2917.38,2950.33,2971.54,2987.28,2999.53,3012.74,3024.52
C3,amp0,SYBR,22.68,2.18,-3.31,2.88,-0.17,4.97,0.09,3.15,-0.75,-2.27,0.11,-1.43,0.92,-0.93,-2.48,-5.1,0.68,2.59,8.9,24.92,51.8,95.2,174.02,312.11,535.88,882.34,1341.94,1791.4,2188.77,2481.74,2677.12,2802.55,2885.86,2939.41,2978.02,3007.01,3027.45,3043.47,3056.44,3072.39,3086.71
C4,amp0,SYBR,22.73,0.23,-0.39,2.13,2.27,3.89,1.8,2.0,0.65,-3.44,-1.09,-1.54,-0.82,-0.7,-4.71,-0.09,-0.42,1.13,10.5,22.74,45.42,87.49,170.45,306.48,523.74,865.52,1329.89,1782.11,2179.86,2477.44,2674.59,2800.03,2881.77,2937.12,2975.91,3006.27,3030.84,3050.61,3068.64,3082.16,3093.94
C5,amp0,SYBR,22.99,3.0,-0.79,2.86,1.65,0.24,1.14,4.6,-0.06,-0.65,0.19,-0.34,-2.72,-2.96,-0.61,-3.52,0.46,-1.3,11.9,18.82,38.55,81.46,154.44,266.37,466.07,776.04,1191.98,1599.14,1959.54,2227.32,2404.53,2517.73,2591.4,2641.09,2675.72,2700.57,2721.28,2735.55,2749.82,2760.99,2773.86
C6,amp0,SYBR,23.01,10.24,8.72,2.37,2.67,3.47,0.96,2.62,-0.71,-3.87,0.4,-0.2,-2.66,-2.11,1.52,0.5,3.83,-0.65,6.03,18.76,36.83,71.89,148.6,267.67,462.43,770.59,1172.06,1579.41,1927.18,2184.0,2354.56,2462.87,2533.9,2580.07,2620.41,2645.62,2663.83,2669.41,2678.94,2689.85,2700.86
A4,amp0,SYBR,14.16,6.36,-0.92,0.7,3.08,0.45,0.04,-1.11,3.3,9.66,20.24,41.16,81.89,143.06,251.09,427.52,660.38,937.5,1177.6,1373.13,1508.24,1591.73,1642.74,1673.76,1696.19,1712.81,1726.67,1733.0,1737.57,1739.38,1741.79,1746.67,1753.44,1764.27,1776.48,1794.19,1812.5,1830.03,1846.11,1861.18,1876.31
C7,amp0,SYBR,23.15,3.02,-3.4,3.7,3.51,2.85,-2.6,-1.19,1.13,1.02,-1.75,-0.85,-0.76,-2.73,-1.63,0.79,-1.79,4.05,6.39,17.41,33.39,72.14,140.04,245.02,422.27,699.08,1070.71,1454.09,1789.46,2041.67,2211.64,2326.65,2404.24,2451.85,2477.26,2494.72,2514.68,2529.83,2542.36,2551.11,2559.6
C8,amp0,SYBR,23.03,-0.28,0.57,1.28,5.42,0.24,1.09,0.01,-0.32,3.59,1.59,-4.55,-3.13,-4.06,-0.55,-0.69,-0.99,1.9,9.56,18.88,38.34,79.15,147.84,262.24,456.1,749.4,1136.94,1531.45,1869.97,2122.39,2288.35,2394.93,2463.96,2512.62,2546.86,2571.7,2589.16,2600.86,2613.27,2624.14,2633.35
C9,amp0,SYBR,34.32,4.37,-1.68,-3.7,-0.51,3.2,-2.67,5.34,5.33,-2.7,4.59,3.41,2.59,-1.1,0.39,2.8,1.69,-2.69,-3.87,-2.39,-2.02,-1.44,-0.07,-2.13,-0.83,-1.35,-2.11,-3.06,0.23,4.51,10.54,34.6,56.38,116.42,214.65,379.24,648.59,1026.74,1488.52,1908.4,2286.38
C10,amp0,SYBR,34.83,-3.72,-6.24,-2.18,-2.68,2.89,-1.64,-1.7,-0.92,1.38,1.46,4.36,5.3,5.67,-0.18,2.8,1.73,-0.37,-2.07,3.61,-3.39,-4.98,1.8,-2.0,-1.83,-3.07,-1.24,1.42,1.37,5.48,17.01,28.26,47.53,89.67,160.74,288.73,501.67,826.09,1267.12,1696.36,2113.8
C11,amp0,SYBR,34.84,10.66,2.51,0.13,-1.61,3.01,-3.34,1.64,1.46,-0.66,2.66,3.18,1.39,1.87,-0.08,4.87,-0.83,0.15,-3.33,1.93,-0.99,-6.08,-3.8,-2.42,4.39,0.33,-1.7,2.18,1.22,5.14,10.34,18.98,48.53,85.83,155.5,284.99,499.5,819.56,1257.14,1684.04,2100.28
C12,amp0,SYBR,35.14,9.69,10.96,1.57,3.02,2.66,-0.68,5.27,4.08,-0.41,-0.94,-0.81,1.41,-3.37,1.46,-0.74,3.52,1.41,-9.08,-5.1,-0.57,-5.51,-3.56,-3.47,-1.78,-0.3,-1.44,-0.27,-0.79,3.32,5.51,12.13,37.98,68.22,132.25,238.66,424.82,701.25,1081.23,1497.15,1866.94
D1,amp0,SYBR,34.41,6.83,4.68,2.5,-0.1,-3.36,4.2,-0.57,-1.69,1.94,4.84,-0.45,3.78,-1.55,0.51,-2.37,-0.95,1.78,-0.08,-2.94,1.2,0.12,0.34,-3.81,-1.92,0.97,-3.8,-0.06,4.08,6.91,18.69,27.11,62.08,111.26,206.65,362.9,611.17,974.48,1385.38,1756.21,2086.96
D2,amp0,SYBR,34.66,-1.76,3.47,-3.21,-0.38,2.36,1.81,-2.13,3.6,4.02,-0.36,2.93,1.15,0.32,-0.05,-0.93,1.13,-1.13,0.38,1.33,-3.38,-0.22,6.68,-4.24,-7.11,-4.89,1.53,0.4,4.24,6.43,11.06,27.1,49.69,97.27,177.95,318.06,541.32,874.24,1286.89,1668.64,2019.48
D3,amp0,SYBR,34.78,-1.76,-4.34,-1.92,-4.42,1.6,0.68,3.47,1.61,-0.5,0.9,2.99,2.31,1.45,3.61,0.94,-0.61,0.75,0.12,0.26,-1.34,1.02,-5.06,1.06,-4.64,-1.99,0.39,-3.62,3.43,7.72,9.42,27.83,48.5,89.27,170.12,297.4,511.39,818.94,1218.03,1589.0,1931.86
D4,amp0,SYBR,35.03,3.07,-2.6,-0.11,3.32,3.4,0.3,1.35,0.89,-0.87,-0.71,0.94,0.87,3.29,2.43,-1.9,0.99,-1.71,-0.73,-0.79,0.97,-8.42,1.4,-4.05,-2.52,-2.31,-0.55,-0.75,-2.06,6.82,12.07,19.23,38.2,77.34,140.79,261.61,454.74,755.23,1151.04,1603.3,1981.7
A5,amp0,SYBR,13.82,7.44,2.24,3.72,3.16,-2.62,0.75,0.16,2.35,3.34,22.78,49.69,89.42,166.02,300.11,501.54,781.19,1092.74,1369.39,1581.4,1724.94,1813.4,1867.93,1900.31,1916.49,1926.85,1935.93,1944.31,1950.02,1951.06,1953.15,1954.12,1956.77,1961.02,1975.67,1998.92,2026.66,2051.64,2076.32,2098.98,2120.43
D5,amp0,SYBR,34.06,-3.21,-0.75,1.47,-3.47,1.2,-3.73,-0.14,2.61,2.75,3.55,1.5,4.15,2.52,-1.52,2.12,3.57,0.12,-1.03,-3.35,-1.35,-0.98,-3.87,0.6,-4.04,-2.35,-4.56,4.16,1.83,8.98,17.0,33.83,67.39,136.15,253.4,446.77,758.79,1198.17,1714.2,2179.41,2593.81
D6,amp0,SYBR,33.1,-3.87,2.25,-2.12,3.66,-0.9,1.22,4.38,-2.25,-1.35,0.48,2.29,4.17,5.02,3.37,3.46,-4.01,-2.34,0.83,-2.8,-3.51,-0.37,-6.7,-0.42,-5.71,0.01,-2.94,1.63,5.41,11.34,33.79,69.54,129.7,243.46,432.72,739.36,1177.74,1690.19,2162.01,2546.51,2849.1
D7,amp0,SYBR,33.47,5.89,-0.15,1.07,-0.57,-0.43,5.58,2.06,-0.1,0.95,3.66,-3.33,1.95,1.82,3.77,-0.09,0.52,-0.23,-4.48,0.61,-1.46,-4.55,-1.07,-5.84,-1.81,-0.32,-3.48,3.32,5.73,10.66,24.48,53.71,100.86,190.97,346.7,597.51,978.33,1472.39,1943.84,2347.28,2677.53
D8,amp0,SYBR,34.11,5.5,0.8,0.61,-1.91,1.47,-0.28,2.17,1.5,4.74,1.81,-1.55,1.59,-0.77,-1.99,4.26,-2.32,1.9,4.32,-2.69,-1.45,-4.44,-2.92,-1.17,-2.15,-1.44,-1.25,1.41,7.51,4.51,19.63,35.55,69.68,135.0,244.46,432.75,728.44,1146.32,1620.75,2044.75,2418.31
D9,amp0,SYBR,34.07,1.17,-2.7,-1.28,0.74,-0.47,2.0,-1.71,-2.27,1.91,0.46,2.23,3.41,2.59,-4.39,4.16,3.64,2.24,2.91,-1.96,-0.29,-0.03,-0.65,0.16,-3.4,1.45,-0.61,-4.08,-1.55,7.93,18.85,33.21,72.07,137.43,255.17,442.97,748.51,1151.21,1584.94,1963.92,2288.16
D10,amp0,SYBR,35.33,6.34,-1.0,-2.79,1.78,-4.71,3.01,4.04,-2.29,5.48,2.69,0.18,4.11,-2.14,1.07,-0.33,3.26,-3.58,0.13,-2.68,-0.88,0.93,3.27,-3.34,-2.48,2.54,-0.03,-0.82,1.96,3.5,5.49,13.25,33.36,67.86,121.59,215.97,376.71,641.31,995.68,1391.84,1757.98
D11,amp0,SYBR,34.47,4.08,5.08,1.01,-1.39,-1.06,4.59,0.76,3.0,2.06,2.42,4.47,1.91,1.1,-0.22,-0.64,-1.91,-3.28,-1.99,0.19,-6.26,-5.8,-2.44,-3.78,-4.82,-1.03,0.56,-1.44,4.83,3.19,13.35,31.49,58.54,103.97,197.89,350.23,594.82,951.99,1373.84,1759.37,2108.57
D12,amp0,SYBR,34.43,11.05,7.41,2.52,4.96,3.58,5.86,0.56,-0.02,-2.15,-2.68,4.31,-0.04,1.71,1.77,-7.21,-7.17,-0.51,-1.33,-1.41,-3.47,-7.08,-0.98,-5.17,-3.42,-1.09,0.04,-0.11,2.46,5.69,15.93,36.19,58.4,110.61,205.08,360.84,604.58,956.82,1367.28,1736.13,2063.35
E1,amp0,SYBR,33.33,5.3,1.82,2.52,-1.71,1.03,3.24,-2.36,-1.16,4.68,2.66,1.19,-0.65,1.74,0.6,2.08,-2.86,-0.42,-2.92,-3.2,-0.37,-3.81,-0.56,-2.43,-1.22,-2.7,1.44,4.06,9.47,14.25,29.4,63.65,115.61,215.91,377.4,639.51,1023.99,1476.87,1888.04,2216.39,2469.07
E2,amp0,SYBR,34.35,2.81,3.29,-0.88,1.23,3.09,-2.09,2.87,2.02,-1.54,-0.13,2.07,-0.58,1.55,1.45,1.49,-0.82,2.52,-1.52,-3.57,-1.07,-1.48,-2.46,-2.57,2.87,-2.49,0.71,-0.13,5.35,3.79,19.07,31.74,60.55,118.34,212.42,374.98,631.02,999.7,1414.0,1785.32,2113.67
A6,amp0,SYBR,14.03,6.14,5.9,3.54,1.57,-0.15,2.19,-1.34,1.74,3.82,15.89,37.79,76.55,149.3,271.51,456.06,713.27,1003.16,1241.34,1432.26,1558.78,1636.81,1683.74,1711.55,1730.46,1741.48,1750.58,1755.95,1759.17,1760.74,1762.3,1761.94,1763.3,1763.96,1774.43,1788.86,1809.76,1830.69,1852.39,1869.56,1883.9
E3,amp0,SYBR,34.51,-2.69,0.36,0.01,-0.65,5.22,3.5,1.26,0.22,-1.63,0.64,0.28,-2.96,3.76,0.73,2.52,-2.15,-0.08,-2.47,-3.07,2.24,-7.22,0.37,0.58,-5.12,1.39,0.68,0.13,2.23,9.51,14.58,28.25,60.35,104.0,193.88,342.6,579.44,919.21,1333.48,1715.34,2064.77
E4,amp0,SYBR,35.24,-3.55,-1.72,-2.81,1.73,-0.38,-0.2,0.25,-0.62,5.22,4.14,-2.06,-0.02,5.1,3.02,-0.27,-2.61,-1.34,1.77,-1.89,-0.36,1.74,1.18,-3.45,-3.34,-3.41,-1.88,-1.45,1.47,0.45,9.59,22.08,36.82,71.21,130.88,230.7,400.51,667.1,1047.62,1483.02,1885.45
E5,amp0,SYBR,34.84,-1.55,-3.63,0.63,0.15,0.37,5.5,-0.47,0.85,1.22,0.26,-0.72,0.55,-0.69,-3.64,-2.57,4.69,0.53,0.0,-1.81,-1.3,-0.71,-0.09,3.26,-0.8,-2.42,-1.52,0.31,-0.35,8.0,10.67,22.3,42.78,87.2,160.74,287.76,499.03,814.6,1236.86,1644.21,2036.65
E6,amp0,SYBR,34.37,0.84,4.41,2.97,1.05,-1.2,-1.66,1.81,1.32,1.42,1.83,-1.1,-1.1,0.39,2.62,0.87,-0.02,-0.22,-0.89,-0.3,2.31,-4.99,-1.19,-2.94,-3.16,2.89,-0.72,-4.0,4.2,8.69,18.86,30.45,63.9,115.0,205.37,371.11,624.32,988.58,1416.52,1806.17,2157.54
E7,amp0,SYBR,34.15,-0.3,-2.84,-0.28,6.28,-1.06,3.42,0.92,0.13,-2.83,1.49,1.93,-1.13,-2.45,1.09,-3.28,2.82,2.97,-0.98,0.15,-3.62,-1.62,0.1,-0.39,-2.22,-3.44,-0.79,0.22,2.71,10.36,13.98,35.91,77.7,137.84,242.03,422.85,700.33,1088.7,1506.06,1870.43,2181.83
E8,amp0,SYBR,34.98,3.2,2.53,-1.24,0.08,-0.17,3.49,-2.02,0.79,-0.01,3.85,5.89,-0.07,1.79,-2.62,-2.64,0.8,-0.16,-0.79,0.25,1.13,-0.63,2.27,-3.7,0.33,-1.16,0.22,1.85,-0.04,4.11,8.81,19.57,45.92,80.37,151.8,275.92,467.8,771.59,1183.92,1580.66,1961.83
A7,amp0,SYBR,14.02,11.32,8.37,4.32,1.36,0.73,-0.48,1.86,0.92,4.23,13.82,41.0,76.35,149.47,268.72,458.91,717.79,1010.3,1251.82,1444.41,1571.45,1649.76,1697.47,1728.4,1747.19,1759.63,1768.12,1773.97,1775.5,1775.61,1775.62,1777.99,1781.1,1783.03,1788.24,1801.9,1822.88,1847.71,1869.35,1889.94,1908.9
A8,amp0,SYBR,13.97,17.57,7.33,4.05,2.81,-0.88,0.52,0.59,1.64,4.34,20.34,37.36,85.15,157.12,278.94,469.91,732.61,1019.69,1273.37,1471.37,1601.31,1682.17,1729.9,1759.67,1778.2,1792.16,1800.65,1808.25,1810.78,1811.94,1809.33,1809.79,1812.04,1816.76,1823.7,1837.63,1856.55,1876.74,1895.57,1915.35,1937.12
A9,amp0,SYBR,15.21,9.96,5.23,2.97,-0.79,3.64,3.13,-2.66,-1.35,1.62,4.22,13.98,37.75,71.64,138.03,235.43,411.41,661.83,967.46,1252.58,1487.79,1652.7,1755.63,1819.67,1858.32,1884.4,1900.43,1913.12,1922.92,1928.27,1931.72,1933.07,1937.29,1941.16,1947.84,1965.69,1987.38,2014.68,2038.22,2058.57,2073.39
A10,amp0,SYBR,15.44,17.09,10.78,5.08,0.32,-0.74,-0.1,0.19,-2.55,2.32,4.38,14.39,32.1,61.17,117.82,213.53,366.46,588.38,862.9,1114.28,1322.85,1470.33,1562.5,1617.74,1650.32,1671.8,1683.63,1693.45,1698.38,1702.57,1705.7,1707.86,1708.52,1706.72,1709.66,1721.28,1737.47,1759.73,1782.44,1806.43,1827.87
